ID,Collection,Groups,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55
GOAT-MODERN-SILVIA-ES--10006-57207-V2,CSIC Barcelone,Modern_Goat,5.107799,4.10379,5.094894,3.615981,5.928557,4.088304,5.967272,3.662439,6.679628,4.023779,6.842231,3.763098,7.531358,3.881824,5.218782,4.124438,5.29105,4.217354,5.383966,4.292203,5.479463,4.356728,5.590446,4.392862,5.701429,4.354147,5.784021,4.271555,5.848546,4.173477,6.036959,4.165734,6.124713,4.256069,6.225372,4.333499,6.32345,4.41351,6.442176,4.444482,6.545416,4.372214,6.60736,4.263812,6.656399,4.145086,6.777706,4.111533,6.873203,4.199287,6.976443,4.276717,7.100331,4.279298,7.193247,4.186382,7.288744,4.098628,7.40747,4.05217,7.531358,4.005712,7.456509,3.886986,7.376498,3.899891,7.299068,3.884405,7.234543,3.835366,7.157113,3.817299,7.074521,3.814718,6.991929,3.806975,6.911918,3.79407,6.782868,3.662439,6.687371,3.644372,6.602198,3.703735,6.498958,3.675344,6.393137,3.66502,6.284735,3.662439,6.178914,3.680506,6.070512,3.693411,5.895004,3.595333,5.791764,3.603076,5.691105,3.621143,5.587865,3.631467,5.484625,3.634048,5.386547,3.659858,5.285888,3.680506,5.182648,3.670182
GOAT-MODERN-SILVIA-ES-09-10006-57207,CSIC Barcelone,Modern_Goat,5.47667,4.31503,5.43555,3.83444,6.27594,4.26877,6.29393,3.855,7.02638,4.18653,7.16002,3.92953,7.90018,4.08116,5.57947,4.34587,5.65657,4.43068,5.74652,4.50007,5.84675,4.55918,5.95726,4.57974,6.0652,4.53862,6.15258,4.46409,6.19884,4.36129,6.37617,4.33816,6.46869,4.42554,6.56892,4.50521,6.66658,4.58488,6.78994,4.61315,6.89274,4.54119,6.95442,4.43068,6.99297,4.30989,7.10605,4.27134,7.20628,4.34587,7.30908,4.41783,7.43244,4.4461,7.50954,4.35358,7.6072,4.27391,7.71771,4.21737,7.8385,4.17625,7.84364,4.01434,7.75626,4.03747,7.66888,4.04261,7.58664,4.01691,7.51725,3.96294,7.4273,3.96294,7.33735,3.96037,7.24997,3.94495,7.08292,3.85757,6.9904,3.87813,6.89531,3.89869,6.79508,3.88841,6.69999,3.86785,6.60233,3.86528,6.5021,3.87556,6.40444,3.87813,6.20398,3.77533,6.11146,3.81645,6.02151,3.87813,5.911,3.86785,5.8082,3.89869,5.70797,3.94238,5.60003,3.95009,5.50494,3.89869
GOAT-MODERN-SILVIA-ES-09-50001-460044,CSIC Barcelone,Modern_Goat,6.31669,3.540095,6.15381,3.071815,7.072555,3.2576,7.04965,2.88603,7.85387,3.04891,7.958215,2.7995,8.58174,2.781685,6.431215,3.524825,6.543195,3.56809,6.644995,3.62917,6.756975,3.66989,6.87659,3.6648,6.96312,3.58336,7.01402,3.47647,7.0242,3.3594,7.19726,3.336495,7.306695,3.42557,7.42631,3.49683,7.551015,3.563,7.688445,3.550275,7.79279,3.4612,7.825875,3.326315,7.82842,3.18634,7.942945,3.11508,8.034565,3.188885,8.14909,3.229605,8.263615,3.25251,8.36287,3.183795,8.431585,3.087085,8.48503,2.980195,8.56647,2.89112,8.51557,2.746055,8.4494,2.76387,8.380685,2.766415,8.31197,2.761325,8.24071,2.761325,8.16945,2.766415,8.100735,2.77405,8.029475,2.786775,7.861505,2.715515,7.76225,2.68243,7.67063,2.74351,7.561195,2.75369,7.449215,2.761325,7.34487,2.78932,7.25834,2.858035,7.15145,2.89112,6.935125,2.86567,6.85114,2.93693,6.746795,2.903845,6.644995,2.91657,6.54065,2.959835,6.45921,3.03364,6.365045,3.09472,6.258155,3.07945
GOAT-MODERN-SILVIA-ES-09-50001-460045,CSIC Barcelone,Modern_Goat,5.47476,3.28176,5.289,2.77608,6.2307,2.9541,6.18426,2.57484,7.02534,2.7477,7.08984,2.46648,7.72452,2.42778,5.5857,3.24822,5.69406,3.29724,5.805,3.3411,5.91852,3.37206,6.0372,3.354,6.13524,3.28692,6.1662,3.1734,6.17394,3.05472,6.34422,3.02892,6.44226,3.11922,6.5661,3.1734,6.70026,3.19404,6.83442,3.20436,6.93504,3.11664,6.98664,3.0057,6.97632,2.87154,7.11048,2.83542,7.22142,2.88444,7.33236,2.9283,7.45362,2.93088,7.53876,2.84832,7.59552,2.73996,7.63164,2.62644,7.72194,2.54646,7.65486,2.40714,7.58262,2.42262,7.51296,2.42004,7.43814,2.42004,7.3659,2.41746,7.29624,2.43036,7.224,2.44842,7.15434,2.4639,6.99954,2.38908,6.91182,2.34264,6.81894,2.40714,6.708,2.40972,6.59706,2.41746,6.49128,2.45358,6.3984,2.51808,6.30036,2.56968,6.0759,2.53614,5.98302,2.59806,5.87466,2.58774,5.76372,2.59548,5.66568,2.6445,5.59602,2.72964,5.50572,2.79414,5.39736,2.7864
GOAT-MODERN-SILVIA-ES-09-50001-46013-deux,CSIC Barcelone,Modern_Goat,5.230085,3.07622,5.08956,2.623985,5.996585,2.77984,6.022135,2.45791,6.71454,2.583105,6.82696,2.34038,7.529585,2.48346,5.33995,3.08133,5.449815,3.13754,5.562235,3.180975,5.679765,3.20908,5.79985,3.191195,5.899495,3.129875,5.945485,3.017455,5.976145,2.899925,6.09112,2.89226,6.221425,2.95869,6.34662,3.037895,6.46926,3.1171,6.61234,3.13243,6.68899,3.00468,6.727315,2.8616,6.717095,2.715965,6.78608,2.669975,6.86273,2.7594,6.977705,2.797725,7.07735,2.8616,7.18466,2.80028,7.268975,2.71341,7.340515,2.61632,7.447825,2.557555,7.49637,2.40681,7.422275,2.373595,7.33796,2.36082,7.2562,2.358265,7.171885,2.3506,7.08757,2.34549,7.003255,2.34549,6.921495,2.342935,6.737535,2.27395,6.65833,2.199855,6.55613,2.21263,6.49992,2.2995,6.39772,2.302055,6.29552,2.276505,6.206095,2.33527,6.12178,2.4017,5.914825,2.404255,5.81518,2.34038,5.730865,2.41703,5.618445,2.450245,5.506025,2.480905,5.408935,2.54989,5.311845,2.61632,5.20198,2.65209
GOAT-MODERN-SILVIA-ES-09-50001-46013-trois,CSIC Barcelone,Modern_Goat,5.241342,2.793336,5.136464,2.32778,6.016416,2.555442,6.067576,2.230576,6.755678,2.399404,6.89381,2.153836,7.57168,2.338012,5.353894,2.8138,5.46133,2.872634,5.566208,2.92891,5.683876,2.962164,5.801544,2.95449,5.906422,2.895656,5.955024,2.785662,5.990836,2.670552,6.111062,2.662878,6.22873,2.739618,6.348956,2.818916,6.461508,2.905888,6.59964,2.926352,6.691728,2.816358,6.737772,2.683342,6.750562,2.542652,6.824744,2.491492,6.9066,2.575906,7.006362,2.632182,7.11124,2.6859,7.211002,2.624508,7.305648,2.555442,7.384946,2.471028,7.484708,2.412194,7.5461,2.258714,7.46936,2.22546,7.390062,2.197322,7.310764,2.176858,7.228908,2.164068,7.144494,2.158952,7.062638,2.153836,6.978224,2.156394,6.801722,2.08477,6.737772,1.997798,6.630336,2.00803,6.56127,2.089886,6.453834,2.07198,6.348956,2.061748,6.25431,2.115466,6.167338,2.181974,5.96014,2.156394,5.865494,2.079654,5.796428,2.1743,5.686434,2.179416,5.573882,2.222902,5.466446,2.279178,5.361568,2.34057,5.2439,2.363592
GOAT-Moco-Verde-R,CSIC Barcelone,Modern_Goat,0.76219,1.194986,0.707824,0.652392,1.357018,0.915694,1.304784,0.6929,2.133066,0.89544,2.230072,0.66625,2.841956,0.786708,0.86346,1.24722,0.955136,1.309048,1.043614,1.38047,1.154478,1.3858,1.253616,1.335698,1.312246,1.242956,1.351688,1.138488,1.345292,1.025492,1.42311,1.05001,1.499862,1.181128,1.608594,1.28986,1.735448,1.376206,1.88682,1.388998,2.021136,1.323972,2.093624,1.190722,2.08936,1.038284,2.200224,0.976456,2.276976,1.064934,2.378246,1.121432,2.488044,1.158742,2.60104,1.13529,2.70231,1.07666,2.790788,1.000974,2.84089,0.898638,2.80358,0.717418,2.758808,0.653458,2.690584,0.615082,2.613832,0.601224,2.536014,0.593762,2.459262,0.600158,2.385708,0.627874,2.311088,0.652392,2.134132,0.622544,2.024334,0.601224,1.916668,0.569244,1.814332,0.524472,1.706666,0.51701,1.605396,0.567112,1.506258,0.619346,1.402856,0.663052,1.234428,0.67691,1.169402,0.651326,1.104376,0.624676,1.040416,0.598026,0.97006,0.59696,0.901836,0.606554,0.838942,0.63427,0.77285,0.65559
GOAT-Modern-Noe-L,CSIC Barcelone,Modern_Goat,0.714235,1.55507,0.783865,0.840835,1.416865,1.497045,1.33352,0.899915,2.16697,1.408425,2.14165,1.011745,2.69658,1.20059,0.785975,1.61415,0.866155,1.661625,0.94106,1.71754,1.028625,1.735475,1.113025,1.70066,1.18582,1.640525,1.27655,1.613095,1.353565,1.5614,1.490715,1.55718,1.570895,1.615205,1.65635,1.655295,1.754465,1.66057,1.849415,1.642635,1.9412,1.606765,2.0256,1.55507,2.089955,1.48122,2.237655,1.427415,2.31678,1.44957,2.395905,1.471725,2.47714,1.471725,2.55732,1.46012,2.630115,1.423195,2.67548,1.359895,2.69869,1.28288,2.676535,1.13307,2.62695,1.07821,2.564705,1.039175,2.49613,1.0128,2.423335,1.00014,2.349485,1.00436,2.27669,1.015965,2.20284,1.01913,2.041425,0.969545,1.959135,0.910465,1.89689,0.830285,1.81249,0.78492,1.71332,0.773315,1.615205,0.8018,1.522365,0.844,1.427415,0.88198,1.26811,0.88409,1.212195,0.84822,1.161555,0.807075,1.10353,0.77859,1.03812,0.77648,0.97271,0.779645,0.90941,0.79547,0.847165,0.81657
GOAT-MODERN-SILVIA-ES-NoNumber-R,CSIC Barcelone,Modern_Goat,1.724723,2.029694,1.728169,1.480057,2.358787,1.828103,2.372571,1.554146,3.132414,1.938375,3.168597,1.590329,3.82506,1.788474,1.803981,2.110675,1.874624,2.196825,1.965943,2.251961,2.074492,2.250238,2.176149,2.212332,2.251961,2.133074,2.312266,2.040032,2.351895,1.940098,2.438045,1.910807,2.501796,2.01591,2.5845,2.107229,2.680988,2.183041,2.79126,2.233008,2.91187,2.226116,3.008358,2.15375,3.079001,2.053816,3.220287,1.978004,3.297822,2.029694,3.385695,2.058985,3.478737,2.057262,3.56661,2.026248,3.645868,1.978004,3.723403,1.926314,3.800938,1.874624,3.804384,1.700601,3.750971,1.629958,3.682051,1.569653,3.60107,1.528301,3.509751,1.517963,3.418432,1.509348,3.328836,1.526578,3.246132,1.564484,3.089339,1.542085,2.999743,1.502456,2.908424,1.467996,2.822274,1.424921,2.727509,1.41286,2.634467,1.436982,2.555209,1.493841,2.467336,1.53347,2.300205,1.524855,2.234731,1.486949,2.162365,1.466273,2.096891,1.43009,2.021079,1.426644,1.948713,1.438705,1.876347,1.462827,1.805704,1.488672
CSIC-Alpine-1-R,CSIC,Modern_Goat,1.782456,2.38641,1.777932,1.906866,2.583204,2.221284,2.610348,1.997346,3.408834,2.225808,3.535506,2.04711,4.087434,2.207712,1.909128,2.436174,2.010918,2.524392,2.112708,2.614872,2.223546,2.684994,2.357004,2.675946,2.463318,2.603562,2.52213,2.479152,2.547012,2.347956,2.65785,2.345694,2.721186,2.481414,2.836548,2.583204,2.960958,2.671422,3.11025,2.700828,3.243708,2.642016,3.322878,2.513082,3.372642,2.368314,3.46086,2.323074,3.52872,2.406768,3.614676,2.470104,3.700632,2.535702,3.797898,2.515344,3.883854,2.447484,3.960762,2.372838,4.03767,2.300454,4.035408,2.173782,3.976596,2.1489,3.915522,2.12628,3.852186,2.108184,3.78885,2.090088,3.725514,2.074254,3.659916,2.062944,3.594318,2.062944,3.43824,1.995084,3.350022,1.947582,3.24597,1.96794,3.139656,1.96794,3.033342,1.952106,2.931552,1.97925,2.8275,2.004132,2.721186,2.01318,2.542488,1.920438,2.445222,1.906866,2.343432,1.920438,2.243904,1.895556,2.151162,1.931748,2.060682,1.97925,1.961154,1.983774,1.861626,1.952106
CSIC-Alpine-2-R,CSIC,Modern_Goat,1.293887,2.431884,1.305022,1.953079,2.104515,2.186914,2.146828,1.973122,2.93964,2.144601,3.097757,2.010981,3.623329,2.31608,1.420826,2.431884,1.529949,2.49424,1.621256,2.60559,1.732606,2.692443,1.872907,2.690216,1.970895,2.590001,2.028797,2.458608,2.068883,2.320534,2.171325,2.324988,2.275994,2.434111,2.387344,2.541007,2.512056,2.630087,2.663492,2.652357,2.785977,2.576639,2.826063,2.431884,2.870603,2.282675,3.013131,2.200276,3.064352,2.278221,3.126708,2.347258,3.202426,2.398479,3.291506,2.422976,3.382813,2.425203,3.47412,2.411841,3.560973,2.380663,3.632237,2.229227,3.583243,2.175779,3.520887,2.133466,3.456304,2.100061,3.387267,2.07111,3.320457,2.042159,3.249193,2.024343,3.173475,2.019889,3.008677,1.948625,2.912916,1.890723,2.801566,1.879588,2.687989,1.868453,2.576639,1.859545,2.469743,1.890723,2.365074,1.93749,2.255951,1.966441,2.075564,1.886269,1.98203,1.837275,1.879588,1.857318,1.772692,1.846183,1.67025,1.879588,1.590078,1.948625,1.498771,1.999846,1.391875,2.006527
CSIC-Alpine-3-R,CSIC,Modern_Goat,1.951425,1.53636,1.9411,1.16466,2.616355,1.40007,2.628745,1.141945,3.39073,1.492995,3.524955,1.253455,4.260095,1.439305,2.029895,1.62309,2.108365,1.71808,2.18477,1.811005,2.30041,1.84198,2.41605,1.815135,2.504845,1.736665,2.57299,1.63548,2.60603,1.517775,2.67211,1.534295,2.73819,1.666455,2.82492,1.786225,2.942625,1.87502,3.08511,1.910125,3.22553,1.885345,3.31639,1.769705,3.33291,1.62309,3.48159,1.57766,3.58071,1.652,3.68809,1.71395,3.805795,1.75112,3.92763,1.74699,4.0474,1.716015,4.144455,1.641675,4.23325,1.55288,4.2126,1.356705,4.14652,1.29682,4.061855,1.265845,3.975125,1.245195,3.884265,1.239,3.793405,1.236935,3.702545,1.241065,3.61375,1.25552,3.425835,1.203895,3.36182,1.1151,3.256505,1.08619,3.15119,1.06141,3.045875,1.03663,2.94056,1.059345,2.84144,1.104775,2.736125,1.133685,2.546145,1.121295,2.46974,1.08619,2.393335,1.04902,2.3128,1.022175,2.2302,1.02837,2.157925,1.06967,2.091845,1.10271,2.013375,1.113035
CSIC-Alpine-4-R,CSIC,Modern_Goat,1.894059,1.791009,1.774521,1.228356,2.592738,1.455066,2.654568,1.21599,3.371796,1.405602,3.485151,1.251027,4.012767,1.36026,2.013597,1.764216,2.116647,1.840473,2.219697,1.912608,2.339235,1.949706,2.454651,1.908486,2.528847,1.809558,2.561823,1.685898,2.565945,1.560177,2.666934,1.576665,2.765862,1.694142,2.889522,1.786887,3.021426,1.865205,3.169818,1.902303,3.2976,1.828107,3.33882,1.683837,3.320271,1.531323,3.42126,1.500408,3.491334,1.580787,3.579957,1.646739,3.683007,1.687959,3.790179,1.69002,3.87468,1.626129,3.946815,1.541628,4.006584,1.448883,3.961242,1.316979,3.901473,1.304613,3.841704,1.294308,3.779874,1.290186,3.720105,1.288125,3.658275,1.290186,3.598506,1.284003,3.538737,1.27782,3.415077,1.178892,3.351186,1.102635,3.25638,1.135611,3.157452,1.162404,3.056463,1.166526,2.955474,1.180953,2.858607,1.209807,2.757618,1.226295,2.563884,1.156221,2.467017,1.129428,2.366028,1.168587,2.260917,1.176831,2.159928,1.197441,2.069244,1.25721,1.972377,1.29843,1.867266,1.286064
CSIC-Alpine-5-R,CSIC,Modern_Goat,1.953792,1.765376,1.931264,1.345536,2.686976,1.538048,2.799616,1.366016,3.459072,1.611776,3.588096,1.396736,3.866624,1.540096,2.050048,1.71008,2.148352,1.779712,2.244608,1.855488,2.351104,1.916928,2.469888,1.937408,2.568192,1.869824,2.635776,1.767424,2.684928,1.656832,2.740224,1.64864,2.816,1.744896,2.9184,1.814528,3.024896,1.878016,3.139584,1.92512,3.260416,1.927168,3.33824,1.830912,3.385344,1.716224,3.448832,1.683456,3.483648,1.73056,3.55328,1.73056,3.622912,1.732608,3.692544,1.738752,3.756032,1.712128,3.794944,1.652736,3.823616,1.591296,3.837952,1.521664,3.807232,1.501184,3.780608,1.470464,3.75808,1.439744,3.729408,1.419264,3.692544,1.415168,3.65568,1.404928,3.616768,1.396736,3.510272,1.333248,3.44064,1.26976,3.352576,1.296384,3.26656,1.337344,3.1744,1.355776,3.08224,1.335296,2.992128,1.357824,2.899968,1.3824,2.781184,1.267712,2.67264,1.296384,2.555904,1.302528,2.441216,1.302528,2.33472,1.349632,2.240512,1.415168,2.125824,1.437696,2.01728,1.419264
CSIC-Alpine-6-L,CSIC,Modern_Goat,1.238661,1.885815,1.168587,1.475676,1.99917,1.815741,2.061,1.516896,2.800899,1.904364,3.00906,1.510713,3.309966,1.679715,1.33965,1.894059,1.430334,1.947645,1.518957,2.001231,1.611702,2.050695,1.708569,2.087793,1.803375,2.056878,1.885815,1.992987,1.945584,1.908486,2.10222,1.873449,2.190843,1.935279,2.275344,1.997109,2.363967,2.056878,2.458773,2.108403,2.561823,2.100159,2.652507,2.048634,2.712276,1.960011,2.866851,1.962072,2.945169,1.984743,3.025548,2.001231,3.105927,2.009475,3.17394,1.968255,3.223404,1.902303,3.260502,1.830168,3.295539,1.755972,3.287295,1.638495,3.262563,1.605519,3.233709,1.576665,3.196611,1.553994,3.161574,1.535445,3.118293,1.539567,3.079134,1.531323,3.037914,1.521018,2.901888,1.485981,2.794716,1.492164,2.691666,1.523079,2.584494,1.533384,2.477322,1.52514,2.37015,1.543689,2.2671,1.541628,2.159928,1.553994,2.08161,1.409724,2.001231,1.38087,1.881693,1.430334,1.749789,1.440639,1.626129,1.475676,1.521018,1.551933,1.395297,1.584909,1.267515,1.562238
GOAT-MODERN-SILVIA-NoNumber-R,CSIC Barcelone,Modern_Goat,1.525392,1.867536,1.463022,1.30086,2.24532,1.495098,2.275614,1.254528,3.077514,1.571724,3.179088,1.240272,3.806352,1.338282,1.64835,1.876446,1.751706,1.956636,1.86219,2.024352,1.990494,2.04039,2.100978,1.97802,2.172258,1.8711,2.20968,1.74636,2.215026,1.616274,2.3166,1.623402,2.39679,1.748142,2.51262,1.84437,2.633796,1.929906,2.767446,1.992276,2.911788,1.967328,3.006234,1.851498,3.066822,1.716066,3.13632,1.669734,3.228984,1.73745,3.337686,1.771308,3.453516,1.765962,3.55509,1.716066,3.640626,1.641222,3.701214,1.543212,3.770712,1.450548,3.75111,1.293732,3.67983,1.279476,3.606768,1.270566,3.533706,1.270566,3.462426,1.25631,3.389364,1.250964,3.318084,1.250964,3.245022,1.252746,3.088206,1.17612,2.99376,1.160082,2.890404,1.179684,2.790612,1.138698,2.683692,1.133352,2.591028,1.186812,2.496582,1.23849,2.391444,1.254528,2.184732,1.234926,2.09385,1.199286,2.001186,1.170774,1.904958,1.1583,1.812294,1.181466,1.732104,1.236708,1.653696,1.29195,1.557468,1.30086
SHEEP-MODERN-SILVIA-ES-09-10005-20597-L,CSIC Barcelone,Modern_Sheep,0.485628,1.290432,0.415272,0.76362,1.19262,1.271556,1.026168,0.760188,1.906476,1.194336,1.909908,0.804804,2.671812,1.022736,0.547404,1.3728,0.62634,1.429428,0.715572,1.468896,0.80652,1.499784,0.902616,1.511796,0.99528,1.479192,1.070784,1.417416,1.137708,1.34706,1.271556,1.32132,1.352208,1.374516,1.439724,1.412268,1.537536,1.422564,1.635348,1.42428,1.729728,1.405404,1.800084,1.348776,1.848132,1.262976,2.006004,1.21836,2.105532,1.249248,2.20506,1.285284,2.30802,1.30416,2.412696,1.30416,2.515656,1.27842,2.59116,1.211496,2.646072,1.122264,2.635776,0.924924,2.574,0.847704,2.500212,0.782496,2.404116,0.753324,2.306304,0.748176,2.20506,0.753324,2.107248,0.768768,2.009436,0.792792,1.817244,0.749892,1.728012,0.682968,1.63878,0.621192,1.532388,0.590304,1.422564,0.59202,1.314456,0.610896,1.213212,0.653796,1.125696,0.719004,0.954096,0.749892,0.890604,0.719004,0.82368,0.698412,0.753324,0.684684,0.682968,0.684684,0.612612,0.693264,0.545688,0.71214,0.48048,0.739596
SHEEP-MODERN-SILVIA-ES-09-10005-50805-L,CSIC Barcelone,Modern_Sheep,1.62743,1.52333,1.580585,0.785955,2.45329,1.230115,2.399505,0.75993,3.3312,1.112135,3.44224,0.70441,4.141445,0.921285,1.736735,1.50945,1.84604,1.57885,1.962285,1.6309,2.08894,1.653455,2.215595,1.64131,2.323165,1.573645,2.406445,1.476485,2.427265,1.34983,2.55045,1.32207,2.649345,1.414025,2.763855,1.48863,2.89051,1.535475,3.02237,1.51986,3.149025,1.47128,3.2271,1.361975,3.273945,1.23532,3.423155,1.15551,3.51164,1.212765,3.610535,1.23879,3.714635,1.223175,3.81353,1.181535,3.902015,1.12081,3.985295,1.05488,4.04949,0.969865,4.124095,0.834535,4.061635,0.768605,3.98703,0.720025,3.895075,0.71135,3.804855,0.69747,3.714635,0.68012,3.624415,0.69747,3.53246,0.70788,3.332935,0.65236,3.22363,0.59337,3.103915,0.626335,2.9842,0.64889,2.864485,0.619395,2.743035,0.640215,2.63026,0.694,2.514015,0.740845,2.29714,0.747785,2.21039,0.699205,2.13058,0.640215,2.038625,0.654095,1.94667,0.681855,1.84951,0.70788,1.76623,0.733905,1.677745,0.765135
SHEEP-MODERN-SILVIA-ES-10002-53918-R,CSIC Barcelone,Modern_Sheep,0.754523,2.173227,0.737793,1.529122,1.529122,1.962429,1.504027,1.495662,2.379006,1.853684,2.42585,1.443799,3.156951,1.636194,0.858249,2.213379,0.97034,2.24182,1.075739,2.303721,1.184484,2.35893,1.298248,2.363949,1.395282,2.29201,1.467221,2.196649,1.499008,2.077866,1.632848,2.026003,1.743266,2.087904,1.846992,2.15817,1.95741,2.216725,2.081212,2.220071,2.193303,2.169881,2.270261,2.072847,2.315432,1.955737,2.472694,1.887144,2.568055,1.94068,2.666762,1.987524,2.772161,2.002581,2.870868,1.967448,2.954518,1.898855,3.023111,1.813532,3.090031,1.728209,3.125164,1.550871,3.043187,1.515738,2.954518,1.495662,2.870868,1.458856,2.783872,1.430415,2.69353,1.418704,2.603188,1.432088,2.514519,1.453837,2.327143,1.401974,2.228436,1.363495,2.121364,1.37186,2.015965,1.381898,1.910566,1.366841,1.803494,1.383571,1.708133,1.430415,1.612772,1.478932,1.410339,1.492316,1.319997,1.468894,1.227982,1.448818,1.134294,1.445472,1.043952,1.468894,0.960302,1.512392,0.893382,1.577639,0.811405,1.569274
SHEEP-MODERN-SILVIA-ES-10005-17031-R,CSIC Barcelone,Modern_Sheep,1.33287,2.186253,1.396917,1.476543,2.110089,1.942182,2.084124,1.682532,2.831916,2.110089,3.041367,1.874673,3.858399,2.134323,1.424613,2.281458,1.509432,2.373201,1.620216,2.428593,1.744848,2.414745,1.859094,2.366277,1.943913,2.274534,2.001036,2.16375,2.046042,2.047773,2.160288,2.068545,2.201832,2.203563,2.277996,2.31954,2.387049,2.407821,2.516874,2.456289,2.657085,2.452827,2.779986,2.385318,2.828454,2.255493,2.9427,2.179329,3.053484,2.248569,3.169461,2.310885,3.294093,2.355891,3.422187,2.381856,3.553743,2.362815,3.66972,2.30223,3.783966,2.236452,3.811662,2.04258,3.726843,1.985457,3.636831,1.936989,3.54855,1.88679,3.448152,1.871211,3.346023,1.867749,3.243894,1.864287,3.145227,1.885059,2.939238,1.812357,2.863074,1.727538,2.757483,1.685994,2.644968,1.672146,2.534184,1.64445,2.419938,1.632333,2.307423,1.649643,2.19837,1.677339,2.001036,1.668684,1.923141,1.642719,1.850439,1.604637,1.777737,1.564824,1.703304,1.528473,1.625409,1.502508,1.544052,1.499046,1.462695,1.511163
SHEEP-MODERN-SILVIA-ES-30000-80123-L,CSIC Barcelone,Modern_Sheep,1.190337,1.960992,1.164339,1.320327,1.890426,1.660158,1.925709,1.346325,2.616513,1.860714,2.813355,1.409463,3.552441,1.947993,1.2999,2.020416,1.407606,2.087268,1.511598,2.159691,1.637874,2.180118,1.754865,2.128122,1.827288,2.02413,1.87557,1.907139,1.89414,1.780863,1.946136,1.784577,2.003703,1.910853,2.087268,2.022273,2.194974,2.111409,2.323107,2.155977,2.445669,2.103981,2.536662,1.999989,2.58123,1.868142,2.67408,1.847715,2.746503,1.955421,2.844924,2.0427,2.958201,2.103981,3.086334,2.120694,3.216324,2.109552,3.344457,2.081697,3.47259,2.048271,3.520872,1.831002,3.481875,1.721439,3.468876,1.604448,3.376026,1.55988,3.257178,1.556166,3.143901,1.52274,3.030624,1.487457,2.922918,1.442889,2.724219,1.348182,2.642511,1.285044,2.538519,1.294329,2.434527,1.303614,2.330535,1.294329,2.226543,1.288758,2.128122,1.322184,2.025987,1.346325,1.845858,1.340754,1.760436,1.31847,1.675014,1.2999,1.585878,1.2999,1.500456,1.312899,1.415034,1.33704,1.335183,1.370466,1.249761,1.351896
SHEEP-MODERN-SILVIA-ES-30000-80251-L,CSIC Barcelone,Modern_Sheep,0.20355,2.685825,0.0966,2.033775,1.035,2.565075,0.740025,1.9596,1.8009,2.35635,1.661175,1.881975,2.60475,2.1735,0.291525,2.7462,0.38295,2.796225,0.483,2.829,0.5865,2.8359,0.68655,2.806575,0.7797,2.75655,0.8694,2.703075,0.95565,2.644425,1.12815,2.582325,1.22475,2.6151,1.32135,2.640975,1.4214,2.64615,1.52145,2.630625,1.61115,2.5875,1.678425,2.5116,1.740525,2.433975,1.9044,2.344275,2.009625,2.371875,2.109675,2.41155,2.213175,2.444325,2.320125,2.461575,2.423625,2.43225,2.496075,2.351175,2.56335,2.26665,2.554725,2.05965,2.4771,1.9665,2.382225,1.888875,2.268375,1.847475,2.147625,1.833675,2.02515,1.8423,1.9044,1.861275,1.78365,1.878525,1.554225,1.840575,1.454175,1.79745,1.34895,1.768125,1.240275,1.76295,1.13505,1.785375,1.035,1.826775,0.936675,1.875075,0.8349,1.916475,0.664125,1.954425,0.591675,1.9389,0.519225,1.923375,0.44505,1.916475,0.370875,1.919925,0.298425,1.937175,0.23115,1.9665,0.163875,1.999275
SHEEP-MODERN-SILVIA-ES-30000-80593-L,CSIC Barcelone,Modern_Sheep,2.67367,2.09251,2.34134,1.48296,3.19471,1.86539,2.91081,1.28256,3.91281,1.58149,3.83599,1.19572,4.61588,1.29258,2.74047,2.10253,2.80393,2.09084,2.86906,2.07581,2.92584,2.04241,2.98262,2.00901,3.03606,1.9706,3.08616,1.92885,3.1396,1.89044,3.28656,1.84535,3.38008,1.8537,3.47527,1.86539,3.56879,1.86706,3.66231,1.84869,3.74247,1.79859,3.80593,1.72845,3.85102,1.64495,4.01301,1.57648,4.11321,1.59485,4.21174,1.61155,4.31194,1.61322,4.41214,1.59652,4.50566,1.56145,4.55409,1.47628,4.58582,1.38109,4.56912,1.21075,4.48562,1.16566,4.39377,1.13059,4.30025,1.10721,4.20339,1.10888,4.10653,1.11055,4.01301,1.12725,3.92283,1.16399,3.73746,1.14395,3.63893,1.09719,3.53038,1.09385,3.42016,1.09218,3.31161,1.10053,3.20473,1.13059,3.1062,1.17902,3.01602,1.24248,2.84067,1.29258,2.76552,1.28089,2.69037,1.27254,2.61689,1.26419,2.54174,1.27421,2.4716,1.3026,2.42985,1.36105,2.38643,1.42117
