65.0000	79.0000
53.5000	276.5000
226.5000	155.5000
251.5000	247.5000
398.5000	166.5000
442.0000	220.5000
554.0000	211.0000
79.5000	107.0000
101.5000	91.5000
125.5000	78.5000
148.5000	70.5000
182.0000	74.0000
200.0000	86.5000
216.0000	112.0000
225.5000	133.5000
240.5000	137.5000
259.0000	117.5000
285.0000	98.5000
310.0000	85.5000
340.0000	84.5000
365.0000	99.5000
383.5000	120.5000
396.0000	141.0000
412.0000	154.0000
429.5000	134.0000
448.5000	120.0000
478.5000	125.0000
503.0000	137.0000
516.5000	148.0000
537.5000	171.5000
552.0000	193.0000
547.0000	216.0000
535.5000	215.5000
521.5000	215.5000
507.5000	215.5000
491.5000	216.0000
480.0000	216.0000
467.0000	216.0000
452.5000	216.5000
425.0000	235.5000
415.5000	250.0000
399.0000	266.0000
374.5000	267.0000
355.0000	254.5000
330.5000	251.5000
299.5000	252.0000
274.5000	249.0000
231.5000	252.0000
202.5000	259.5000
175.5000	259.0000
148.0000	253.5000
115.0000	247.5000
91.0000	226.5000
71.0000	233.5000
63.5000	256.0000
