951.0000	1794.0000
907.0000	2062.0000
1353.0000	1902.0000
1401.0000	2140.0000
1765.0000	1932.0000
1827.0000	2134.0000
2159.0000	1990.0000
1003.0000	1774.0000
1051.0000	1740.0000
1107.0000	1716.0000
1175.0000	1696.0000
1247.0000	1694.0000
1293.0000	1732.0000
1319.0000	1794.0000
1329.0000	1852.0000
1397.0000	1866.0000
1441.0000	1822.0000
1481.0000	1782.0000
1537.0000	1756.0000
1589.0000	1750.0000
1655.0000	1772.0000
1699.0000	1806.0000
1729.0000	1866.0000
1807.0000	1912.0000
1843.0000	1892.0000
1885.0000	1876.0000
1935.0000	1882.0000
1989.0000	1898.0000
2037.0000	1922.0000
2087.0000	1952.0000
2137.0000	1970.0000
2155.0000	2028.0000
2127.0000	2052.0000
2097.0000	2072.0000
2063.0000	2086.0000
2009.0000	2108.0000
1949.0000	2120.0000
1913.0000	2112.0000
1859.0000	2122.0000
1793.0000	2154.0000
1747.0000	2180.0000
1693.0000	2188.0000
1639.0000	2156.0000
1585.0000	2150.0000
1529.0000	2150.0000
1475.0000	2136.0000
1431.0000	2128.0000
1357.0000	2152.0000
1303.0000	2140.0000
1257.0000	2138.0000
1189.0000	2126.0000
1131.0000	2122.0000
1081.0000	2108.0000
1033.0000	2066.0000
969.0000	2050.0000
