1480.0000	1375.0000
1452.0000	1753.0000
1908.0000	1561.0000
1964.0000	1729.0000
2384.0000	1533.0000
2494.0000	1687.0000
2798.0000	1557.0000
1540.0000	1387.0000
1604.0000	1347.0000
1664.0000	1307.0000
1762.0000	1277.0000
1834.0000	1299.0000
1872.0000	1365.0000
1900.0000	1435.0000
1902.0000	1503.0000
1964.0000	1493.0000
2006.0000	1437.0000
2060.0000	1381.0000
2114.0000	1329.0000
2178.0000	1299.0000
2250.0000	1325.0000
2304.0000	1389.0000
2346.0000	1457.0000
2420.0000	1505.0000
2456.0000	1469.0000
2496.0000	1437.0000
2534.0000	1419.0000
2586.0000	1427.0000
2640.0000	1461.0000
2690.0000	1497.0000
2758.0000	1525.0000
2794.0000	1587.0000
2772.0000	1609.0000
2742.0000	1631.0000
2700.0000	1641.0000
2658.0000	1655.0000
2620.0000	1669.0000
2582.0000	1675.0000
2538.0000	1677.0000
2458.0000	1737.0000
2418.0000	1773.0000
2350.0000	1783.0000
2296.0000	1769.0000
2232.0000	1773.0000
2170.0000	1775.0000
2096.0000	1763.0000
2030.0000	1737.0000
1892.0000	1751.0000
1844.0000	1777.0000
1788.0000	1805.0000
1736.0000	1815.0000
1674.0000	1793.0000
1626.0000	1749.0000
1570.0000	1689.0000
1504.0000	1713.0000
