1426.0000	1508.0000
1414.0000	1654.0000
1850.0000	1568.0000
1834.0000	1690.0000
2268.0000	1612.0000
2232.0000	1698.0000
2470.0000	1630.0000
1466.0000	1508.0000
1526.0000	1492.0000
1560.0000	1462.0000
1608.0000	1430.0000
1676.0000	1402.0000
1764.0000	1388.0000
1806.0000	1450.0000
1844.0000	1512.0000
1894.0000	1550.0000
1932.0000	1518.0000
1976.0000	1486.0000
2034.0000	1452.0000
2088.0000	1428.0000
2158.0000	1458.0000
2212.0000	1518.0000
2246.0000	1572.0000
2278.0000	1568.0000
2294.0000	1524.0000
2320.0000	1518.0000
2356.0000	1520.0000
2388.0000	1530.0000
2426.0000	1548.0000
2450.0000	1574.0000
2468.0000	1604.0000
2472.0000	1672.0000
2446.0000	1696.0000
2416.0000	1706.0000
2396.0000	1716.0000
2368.0000	1730.0000
2334.0000	1730.0000
2296.0000	1738.0000
2264.0000	1728.0000
2204.0000	1700.0000
2172.0000	1694.0000
2124.0000	1694.0000
2078.0000	1700.0000
2034.0000	1708.0000
1990.0000	1704.0000
1938.0000	1688.0000
1884.0000	1688.0000
1862.0000	1728.0000
1878.0000	1780.0000
1808.0000	1757.0000
1738.0000	1739.0000
1668.0000	1751.0000
1606.0000	1705.0000
1548.0000	1669.0000
1492.0000	1646.0000
