1198.0000	1292.0000
1165.0000	1452.0000
1492.0000	1402.0000
1488.0000	1536.0000
1750.0000	1387.0000
1817.0000	1469.0000
1958.0000	1387.0000
1250.0000	1308.0000
1289.0000	1298.0000
1322.0000	1290.0000
1363.0000	1289.0000
1397.0000	1292.0000
1426.0000	1310.0000
1460.0000	1344.0000
1480.0000	1372.0000
1526.0000	1378.0000
1559.0000	1353.0000
1590.0000	1328.0000
1622.0000	1308.0000
1662.0000	1322.0000
1691.0000	1336.0000
1715.0000	1360.0000
1735.0000	1377.0000
1766.0000	1362.0000
1802.0000	1348.0000
1818.0000	1337.0000
1843.0000	1343.0000
1869.0000	1355.0000
1893.0000	1366.0000
1921.0000	1372.0000
1944.0000	1377.0000
1947.0000	1400.0000
1931.0000	1408.0000
1915.0000	1417.0000
1890.0000	1426.0000
1868.0000	1425.0000
1858.0000	1435.0000
1842.0000	1446.0000
1830.0000	1458.0000
1819.0000	1503.0000
1798.0000	1535.0000
1757.0000	1548.0000
1730.0000	1553.0000
1689.0000	1536.0000
1648.0000	1548.0000
1588.0000	1553.0000
1533.0000	1542.0000
1468.0000	1561.0000
1443.0000	1584.0000
1385.0000	1570.0000
1353.0000	1558.0000
1311.0000	1548.0000
1274.0000	1524.0000
1246.0000	1500.0000
1208.0000	1477.0000
