1505.3334	1181.0000
1448.0000	1474.3334
1816.0000	1383.6666
1825.3334	1475.6666
2226.6667	1373.0000
2277.3333	1454.3334
2625.3333	1395.6666
1565.3334	1192.0000
1610.6666	1166.6667
1662.6666	1152.0000
1706.6666	1122.3334
1760.0000	1123.6666
1802.6666	1183.6666
1820.0000	1247.6666
1817.3334	1323.6666
1857.3334	1322.6667
1909.3334	1269.3334
1962.6667	1212.0000
2024.0000	1162.6667
2100.0000	1156.0000
2157.3333	1200.0000
2192.0000	1268.0000
2205.3333	1330.3334
2270.6667	1338.3334
2314.6667	1309.3334
2364.0000	1278.6667
2421.3333	1261.3334
2476.0000	1278.6667
2525.3335	1293.3334
2566.6665	1314.6667
2597.3335	1352.0000
2601.3333	1421.0000
2568.0000	1438.3334
2521.3333	1442.3334
2484.0000	1451.6666
2454.6667	1454.3334
2410.6667	1458.3334
2366.6667	1457.0000
2316.0000	1455.6666
2241.3333	1483.6666
2213.3333	1522.3334
2156.0000	1534.3334
2084.0000	1533.0000
2034.6666	1546.3334
1998.6666	1553.0000
1950.6666	1507.6666
1886.6666	1486.3334
1789.3334	1502.3334
1756.0000	1530.3334
1694.6666	1518.3334
1634.6666	1511.6666
1588.0000	1495.6666
1564.0000	1466.3334
1529.3334	1434.3334
1490.6666	1451.6666
