1799.3334	1513.3334
1744.6666	1736.0000
2132.6667	1649.3334
2146.0000	1780.0000
2487.3333	1654.6666
2552.6667	1758.6666
2734.0000	1694.6666
1836.6666	1524.0000
1872.6666	1510.6666
1912.6666	1493.3334
1962.0000	1473.3334
2020.6666	1482.6666
2058.0000	1524.0000
2086.0000	1566.6666
2111.3333	1618.6666
2164.6667	1612.0000
2199.3333	1589.3334
2231.3333	1558.6666
2274.0000	1534.6666
2319.3333	1513.3334
2368.0000	1541.6667
2401.3333	1583.0000
2436.0000	1625.6667
2512.0000	1645.6667
2543.3333	1632.0000
2570.0000	1621.3334
2596.6667	1618.6666
2631.3333	1618.6666
2659.3333	1634.6666
2690.0000	1664.0000
2718.0000	1678.6666
2724.6667	1717.3334
2702.6665	1727.0000
2677.3333	1736.3334
2652.0000	1736.3334
2622.6665	1737.6667
2597.3333	1737.6667
2578.6665	1739.0000
2560.6667	1748.0000
2530.0000	1777.3334
2510.0000	1813.3334
2459.3333	1832.0000
2391.3333	1828.0000
2354.0000	1806.6666
2311.3333	1793.3334
2252.6667	1796.0000
2202.0000	1774.6666
2106.0000	1794.6666
2060.6667	1808.0000
2022.0000	1788.0000
1970.0000	1769.3334
1920.6666	1758.6666
1879.3334	1722.6666
1834.0000	1700.0000
1784.6666	1712.0000
