1533.3334	1402.6666
1460.0000	1602.6666
1892.0000	1521.3334
1920.0000	1614.6666
2290.6667	1518.6666
2318.6667	1645.3334
2568.0000	1594.6666
1570.6666	1428.0000
1610.6666	1395.0000
1656.0000	1369.3334
1702.6666	1349.3334
1776.0000	1325.3334
1830.6666	1352.0000
1876.0000	1417.3334
1889.3334	1469.3334
1926.6666	1488.0000
1962.6666	1446.6666
2020.0000	1408.0000
2077.3333	1376.3334
2144.0000	1361.6667
2198.6667	1375.0000
2246.6667	1415.0000
2258.6667	1464.3334
2334.6667	1492.0000
2370.6667	1481.3334
2400.0000	1466.6666
2434.6667	1460.0000
2476.0000	1486.6666
2509.3333	1518.6666
2537.3333	1546.6666
2557.3333	1574.6666
2554.6667	1613.3334
2538.6667	1633.3334
2510.6667	1640.0000
2465.3333	1638.6666
2438.6667	1633.3334
2412.0000	1626.6666
2370.6667	1628.0000
2345.3333	1637.3334
2288.0000	1680.3334
2258.6667	1702.6666
2213.3333	1712.3334
2176.0000	1687.0000
2130.6667	1681.6667
2070.6667	1688.3334
2016.0000	1663.0000
1969.3334	1633.3334
1906.6666	1654.6666
1889.3334	1700.3334
1842.6666	1679.0000
1773.3334	1665.6667
1697.3334	1641.6667
1652.0000	1613.6667
1589.3334	1585.6667
1524.0000	1581.6667
